id,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,average_token_length,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity
1853,2.63905733,6.593044534,0.431506849,0.575342466,0.353424658,8.19450551,0.400268308,0.059958965,0.028767123,0.016438356,0.636363636,0.363636364,0.283556999,0.05,0.6,-0.230555556,-0.1,-0.6,0.454545455,0.136363636
1854,2.63905733,6.721425701,0.591566265,0.595180723,0.496385542,8.279697134,0.456957672,0.085988757,0.026506024,0.021686747,0.55,0.45,0.495373377,0.0625,1,-0.313271605,-0.05,-0.8,0.454545455,0.136363636
1855,2.564949357,7.285506549,0.440027416,0.58601782,0.377655929,8.902727664,0.411503627,0.052174399,0.03564085,0.017135024,0.675324675,0.324675325,0.316317016,0.033333333,1,-0.366111111,-0.1,-0.8,0.363419913,0.140692641
1856,2.197224577,3.583518938,0.916666667,0.694444444,0.666666667,5.313205979,0.225,0.05,0.027777778,0.055555556,0.333333333,0.666666667,0.5,0.5,0.5,-0.15,-0.1,-0.2,0,0
1857,2.564949357,6.371611847,0.516239316,0.514529915,0.398290598,7.939871576,0.531213705,0.0507259,0.039316239,0.022222222,0.638888889,0.361111111,0.378286749,0.0625,0.7,-0.392628205,-0.15,-1,0.75,0.5
1858,2.890371758,6.202535517,0.582995951,0.562753036,0.443319838,7.722234745,0.549462292,0.006313796,0.042510121,0.024291498,0.636363636,0.363636364,0.360551948,0.0625,0.9,-0.378472222,-0.05,-1,0.466666667,0.008333333
1860,2.079441542,5.605802066,0.566176471,0.591911765,0.441176471,7.21964204,0.489111111,0.31460101,0.080882353,0.014705882,0.846153846,0.153846154,0.497183196,0.1,1,-0.225,-0.125,-0.4,0,0
1861,2.48490665,6.426488457,0.482200647,0.588996764,0.386731392,8.000349495,0.404454685,0.015552995,0.011326861,0.014563107,0.4375,0.5625,0.443877551,0.25,0.5,-0.291666667,-0.05,-0.8,0.454545455,0.136363636
1862,2.772588722,3.663561646,0.769230769,0.538461538,0.461538462,5.129898715,0.15,0.5,0.051282051,0,1,0,0.642857143,0.285714286,1,0,0,0,0,0
1863,2.708050201,6.135564891,0.521645022,0.545454545,0.406926407,7.690743164,0.460182709,-0.024665775,0.017316017,0.023809524,0.421052632,0.578947368,0.464962121,0.136363636,0.7,-0.44469697,-0.1,-1,0.1,0
1864,2.833213344,7.251344983,0.417021277,0.536879433,0.354609929,8.819073983,0.393991245,0.059138264,0.039716312,0.021276596,0.651162791,0.348837209,0.316514378,0.05,0.8,-0.279259259,-0.1,-0.8,0.454545455,0.136363636
1866,1.945910149,6.133398043,0.522776573,0.553145336,0.401301518,7.688455357,0.32507215,0.081132756,0.034707158,0.010845987,0.761904762,0.238095238,0.30327381,0.1,0.6,-0.315,-0.125,-0.6,0,0
1867,2.772588722,6.499787041,0.505263158,0.590977444,0.412030075,8.073402969,0.45225469,-0.006844197,0.028571429,0.034586466,0.452380952,0.547619048,0.401913876,0.136363636,0.8,-0.291666667,-0.05,-0.6,0.2,-0.2
1868,2.995732274,5.783825182,0.535384615,0.470769231,0.356923077,7.149131599,0.470767196,0.146428571,0.027692308,0.021538462,0.5625,0.4375,0.566666667,0.1,1,-0.217857143,-0.125,-0.388888889,0.3,1
1869,2.48490665,2.63905733,0.857142857,0.642857143,0.642857143,4.077537444,1,0,0.071428571,0,1,0,0.2,0.2,0.2,0,0,0,1,0
1870,2.63905733,6.033086222,0.503597122,0.508393285,0.362110312,7.54802897,0.394945759,0.198717949,0.028776978,0.007194245,0.8,0.2,0.463888889,0.166666667,0.7,-0.133333333,-0.05,-0.2,0.454545455,0.136363636
1871,2.890371758,7.347943823,0.384417257,0.535737283,0.322601417,8.883640233,0.427862403,0.077960619,0.043142305,0.014810045,0.744444444,0.255555556,0.337475609,0.033333333,1,-0.358695652,-0.125,-1,0,0
1872,2.48490665,6.576469569,0.494428969,0.558495822,0.408077994,8.050384453,0.485856532,0.060348429,0.038997214,0.026462396,0.595744681,0.404255319,0.353058905,0.1,0.85,-0.308670715,-0.025,-0.9,0.454545455,0.136363636
1873,2.772588722,7.161622003,0.385570209,0.580294802,0.319627618,8.676587244,0.406735703,0.073574265,0.034910784,0.01939488,0.642857143,0.357142857,0.404829245,0.0625,0.8,-0.345793651,-0.1,-0.8,0.484848485,0.045454545
1874,2.890371758,7.037027615,0.450790861,0.572056239,0.382249561,8.624072553,0.36824138,0.033282227,0.021968366,0.019332162,0.531914894,0.468085106,0.360025974,0.0625,0.6,-0.250252525,-0.05,-1,0.258522727,0.068181818
1875,2.63905733,6.32256524,0.44524237,0.533213645,0.332136445,7.844240718,0.47303433,0.050968992,0.034111311,0.012567325,0.730769231,0.269230769,0.274122807,0.033333333,0.7,-0.430952381,-0.1,-1,0.6,0.7
1876,2.772588722,7.156956365,0.424785659,0.544816836,0.360093531,8.661639796,0.419889881,0.114911255,0.031956352,0.015588465,0.672131148,0.327868852,0.328612079,0.1,0.8,-0.221071429,-0.05,-0.7,0.454545455,0.136363636
1877,2.397895273,6.51174533,0.514115899,0.585438336,0.427934621,8.064950892,0.280723906,0.02148569,0.02526003,0.029717682,0.459459459,0.540540541,0.350601604,0.05,0.8,-0.24,-0.1,-1,0.227272727,-0.031818182
1878,2.564949357,5.480638923,0.570833333,0.629166667,0.433333333,7.016609684,0.460722611,0.09539627,0.033333333,0.0125,0.727272727,0.272727273,0.207102273,0.1,0.5,-0.105555556,-0.05,-0.166666667,0.454545455,0.136363636
1880,2.63905733,5.123963979,0.630952381,0.5,0.404761905,6.620073207,0.666666667,0.153333333,0.029761905,0,1,0,0.2,0.1,0.4,0,0,0,0,0
1881,1.945910149,4.382026635,0.6875,0.7375,0.55,5.953243334,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,2.772588722,7.13009851,0.395516413,0.555644516,0.333867094,8.714239144,0.346226551,0.019929522,0.022417934,0.017614091,0.56,0.44,0.281400742,0.05,0.8,-0.276136364,-0.05,-1,0.05,-0.075
1883,2.708050201,6.484635236,0.461068702,0.532824427,0.367938931,7.986504939,0.520744048,0.04327381,0.029007634,0.015267176,0.655172414,0.344827586,0.331453634,0.1,0.8,-0.416666667,-0.1,-1,1,0.6
1884,2.079441542,5.634789603,0.553571429,0.646428571,0.467857143,7.210818453,0.36700487,0.117893218,0.046428571,0.003571429,0.928571429,0.071428571,0.242007992,0.1,0.5,-0.316666667,-0.316666667,-0.316666667,0,0
1885,2.48490665,7.005789019,0.410698096,0.544877607,0.333635539,8.554681636,0.365679487,0.143382784,0.026291931,0.006346328,0.805555556,0.194444444,0.382754516,0.0625,1,-0.242857143,-0.1,-0.6,0.477272727,0.318181818
1886,2.48490665,6.311734809,0.442831216,0.511796733,0.332123412,7.79399909,0.481541169,0.111824304,0.029038113,0.010889292,0.727272727,0.272727273,0.348484848,0.136363636,0.5,-0.275925926,-0.075,-0.7,0.454545455,0.136363636
1887,1.791759469,7.032624261,0.418358341,0.563989409,0.350397176,8.606119401,0.427024827,0.025187544,0.021182701,0.022065313,0.489795918,0.510204082,0.368276515,0.05,0.6,-0.303126984,-0.125,-0.7,0,0
1888,2.772588722,6.489204931,0.507598784,0.600303951,0.404255319,8.069029329,0.372069533,0.053688043,0.024316109,0.024316109,0.5,0.5,0.346022727,0.1,0.6,-0.201736111,-0.05,-0.8,0.775,-0.6
1889,2.197224577,5.97126184,0.528061224,0.551020408,0.390306122,7.445417557,0.423849843,0.091102198,0.045918367,0.017857143,0.72,0.28,0.370538721,0.1,0.8,-0.326984127,-0.125,-1,0.4,0.1
1890,2.48490665,6.991176887,0.555657774,0.602575897,0.490340386,8.518192692,0.353369774,0.026831607,0.027598896,0.021159154,0.566037736,0.433962264,0.290989899,0.05,1,-0.277246377,-0.05,-1,0.454545455,0.136363636
1891,2.63905733,6.639875834,0.317647059,0.483660131,0.222222222,8.10832229,0.411742424,0.074747475,0.018300654,0.007843137,0.7,0.3,0.364285714,0.2,0.7,-0.399305556,-0.125,-1,0.55,0.35
1892,2.302585093,5.010635294,0.726666667,0.546666667,0.493333333,6.570882962,0.594907407,0.191666667,0.066666667,0.026666667,0.714285714,0.285714286,0.645,0.4,1,-0.75,-0.4,-1,1,-1
1893,2.63905733,5.855071922,0.53008596,0.595988539,0.429799427,7.43366654,0.355729167,0.058854167,0.011461318,0.005730659,0.666666667,0.333333333,0.329166667,0.1,0.8,-0.1875,-0.125,-0.25,0,0
1894,2.708050201,6.516193076,0.465976331,0.551775148,0.357988166,8.099554282,0.478571822,0.134427391,0.044378698,0.020710059,0.681818182,0.318181818,0.387878788,0.1,0.9,-0.240561224,-0.071428571,-1,0.2,0.1
1895,2.890371758,6.434546519,0.495987159,0.593900482,0.401284109,8.045908742,0.461733766,0.215282828,0.035313002,0.004815409,0.88,0.12,0.346219008,0.136363636,0.8,-0.152777778,-0.125,-0.2,0.15,-0.15
1896,2.63905733,7.115582126,0.478472786,0.554833469,0.405361495,8.614864219,0.399383324,0.12680031,0.032493907,0.017059301,0.655737705,0.344262295,0.382630952,0.1,1,-0.167791005,-0.05,-0.5,0.227272727,0.068181818
1897,3.044522438,7.110696123,0.395918367,0.551836735,0.328979592,8.588210679,0.448186498,0.102528665,0.025306122,0.010612245,0.704545455,0.295454545,0.330229717,0.1,0.7,-0.225,-0.1,-0.6,0.454545455,0.136363636
1898,2.63905733,6.833031733,0.421336207,0.53125,0.332974138,8.414274137,0.417570856,0.095166141,0.050646552,0.02262931,0.691176471,0.308823529,0.306997789,0.1,0.9,-0.249272487,-0.1,-0.5,0.5,-0.266666667
1899,2.833213344,6.966967139,0.45994345,0.554194156,0.381715363,8.517992872,0.406161718,0.087891998,0.031102733,0.018850141,0.622641509,0.377358491,0.346087498,0.033333333,0.8,-0.252777778,-0.05,-0.5,0.727272727,-0.420099432
1900,2.708050201,7.052721049,0.429065744,0.557093426,0.353806228,8.645234541,0.440407713,0.074413223,0.040657439,0.01816609,0.691176471,0.308823529,0.32068343,0.033333333,0.6,-0.324603175,-0.125,-1,0.454545455,0.136363636
1901,2.833213344,4.762173935,0.632478632,0.692307692,0.487179487,6.29710932,0.46875,0.09375,0.008547009,0.008547009,0.5,0.5,0.5,0.5,0.5,-0.125,-0.125,-0.125,0,0
1902,2.772588722,7.65349491,0.368595825,0.546963947,0.318311195,9.183071945,0.465854087,0.018851821,0.034629981,0.027039848,0.561538462,0.438461538,0.349525292,0.033333333,1,-0.381091618,-0.05,-1,0.727272727,-0.181818182
1904,2.302585093,5.356586275,0.613207547,0.575471698,0.448113208,6.944087208,0.449305556,0.101339286,0.028301887,0.009433962,0.75,0.25,0.244345238,0.0625,0.4,-0.125,-0.125,-0.125,0,0
1905,1.945910149,7.5416831,0.420689655,0.587267905,0.368700265,9.14484139,0.439990969,0.061888755,0.034482759,0.022811671,0.601851852,0.398148148,0.381009824,0.033333333,0.8,-0.307784238,-0.1,-0.8,0.05,-0.05
1906,2.63905733,7.207859871,0.414074074,0.548148148,0.361481481,8.752107198,0.358991895,-0.034872087,0.019259259,0.021481481,0.472727273,0.527272727,0.260462454,0.033333333,0.6,-0.34137931,-0.05,-1,0.454545455,0.136363636
1907,2.079441542,4.043051268,0.824561404,0.578947368,0.50877193,5.66296048,0.422077922,0.165909091,0.070175439,0.01754386,0.8,0.2,0.321590909,0.136363636,0.5,-0.125,-0.125,-0.125,0.454545455,0.136363636
1909,2.302585093,6.186208624,0.50617284,0.458847737,0.343621399,7.635786861,0.547023263,0.048071625,0.032921811,0.018518519,0.64,0.36,0.342897727,0.05,0.8,-0.372222222,-0.1,-0.8,0,0
1910,2.772588722,5.986452005,0.575376884,0.587939698,0.447236181,7.574045005,0.398917749,0.004498806,0.037688442,0.012562814,0.75,0.25,0.197070707,0.033333333,0.4,-0.414285714,-0.071428571,-0.5,0.507070707,-0.087878788
1912,1.945910149,5.438079309,0.608695652,0.67826087,0.517391304,7.053585727,0.238541667,0.096590909,0.030434783,0,1,0,0.220779221,0.136363636,0.5,0,0,0,0,0
1913,2.48490665,5.056245805,0.636942675,0.630573248,0.49044586,6.674561392,0.335454545,0.003636364,0.006369427,0.006369427,0.5,0.5,0.136363636,0.136363636,0.136363636,-0.1,-0.1,-0.1,0,0
1915,2.890371758,5.828945618,0.576470588,0.582352941,0.464705882,7.437206367,0.364131393,0.07462963,0.038235294,0.011764706,0.764705882,0.235294118,0.211996337,0.0625,0.8,-0.157738095,-0.125,-0.214285714,0.454545455,0.136363636
1916,2.564949357,5.075173815,0.6,0.60625,0.475,6.620073207,0.26952381,0.121428571,0.03125,0,1,0,0.242857143,0.1,0.4,0,0,0,0.333333333,0.25
1919,2.302585093,5.176149733,0.615819209,0.525423729,0.395480226,6.736966958,0.599439268,0.200163906,0.084745763,0.02259887,0.789473684,0.210526316,0.349047619,0.1,0.7,-0.189930556,-0.125,-0.3125,0.141666667,0.033333333
1920,2.079441542,5.480638923,0.5125,0.691666667,0.383333333,7.05012252,0.216666667,0,0.0125,0.008333333,0.6,0.4,0.083333333,0.05,0.1,-0.125,-0.125,-0.125,0.05,0
1921,2.708050201,6.747586527,0.450704225,0.51056338,0.360328638,8.23004431,0.514099883,0.093650596,0.038732394,0.018779343,0.673469388,0.326530612,0.365228585,0.0625,0.85,-0.329774306,-0.008333333,-0.8,0.454545455,0.136363636
1922,2.564949357,6.068425588,0.546296296,0.537037037,0.416666667,7.656810091,0.436443214,0.049108734,0.041666667,0.018518519,0.692307692,0.307692308,0.27979798,0.1,0.5,-0.420833333,-0.2,-1,0,0
1923,2.833213344,6.519147288,0.445427729,0.569321534,0.352507375,8.111328003,0.43404329,0.065038961,0.029498525,0.014749263,0.666666667,0.333333333,0.288906926,0.05,0.5,-0.302619048,-0.05,-0.7,0.227272727,0.068181818
1924,2.564949357,6.8134446,0.436263736,0.5,0.351648352,8.284756593,0.358796697,0.008219697,0.024175824,0.016483516,0.594594595,0.405405405,0.223346616,0.05,0.5,-0.246428571,-0.071428571,-0.5,0,0
1925,2.302585093,6.504288174,0.48502994,0.582335329,0.386227545,8.091627412,0.409997883,0.053404385,0.019461078,0.028443114,0.40625,0.59375,0.41497669,0.1,0.7,-0.1660401,-0.05,-0.5,0,0
1926,2.995732274,3.496507561,0.848484848,0.545454545,0.545454545,5.081404365,0.45,-0.13,0.03030303,0.060606061,0.333333333,0.666666667,0.5,0.5,0.5,-0.575,-0.25,-0.9,0.65,-0.625
1928,2.48490665,5.017279837,0.688741722,0.549668874,0.470198675,6.573680167,0.367525253,0.242146465,0.059602649,0.013245033,0.818181818,0.181818182,0.418855219,0.136363636,0.8,-0.1625,-0.125,-0.2,0.9,0.8
1929,1.945910149,6.190315406,0.56352459,0.528688525,0.432377049,7.607381426,0.548873874,0.142117117,0.040983607,0.018442623,0.689655172,0.310344828,0.411666667,0.1,1,-0.336111111,-0.125,-0.8,0.2,-0.2
1930,2.564949357,7.00488199,0.422867514,0.555353902,0.347549909,8.545197388,0.448395098,0.14833153,0.061705989,0.017241379,0.781609195,0.218390805,0.333992233,0.1,0.8,-0.256578947,-0.05,-0.7,0.277272727,0.218181818
1931,2.772588722,6.390240667,0.493288591,0.498322148,0.369127517,7.917171989,0.549225108,0.156766852,0.038590604,0.008389262,0.821428571,0.178571429,0.376011669,0.1,0.7,-0.54,-0.3,-0.8,0.775,-0.725
1933,2.397895273,4.369447852,0.759493671,0.64556962,0.556962025,5.940171253,0.351515152,0.066287879,0.025316456,0,1,0,0.099431818,0.0625,0.136363636,0,0,0,0,0
1934,2.772588722,6.695798917,0.453646477,0.533992583,0.360939431,8.237743804,0.500712898,0.108838869,0.033374536,0.018541409,0.642857143,0.357142857,0.355695847,0.033333333,0.8,-0.253611111,-0.066666667,-0.8,0.454545455,0.136363636
1935,1.945910149,6.126869184,0.550218341,0.576419214,0.430131004,7.678788998,0.375874126,0.153659674,0.050218341,0.013100437,0.793103448,0.206896552,0.318379447,0.1,0.8,-0.108333333,-0.05,-0.125,0,0
1936,1.791759469,7.416378479,0.391461215,0.520144317,0.334936861,8.970813341,0.550769062,0.152555202,0.066746843,0.022850271,0.744966443,0.255033557,0.4125663,0.033333333,0.95,-0.32627924,-0.05,-1,0.55,0.25
1937,2.197224577,5.18178355,0.719101124,0.56741573,0.494382022,6.72982407,0.442918193,-0.070573871,0.016853933,0.033707865,0.333333333,0.666666667,0.233333333,0.1,0.5,-0.252910053,-0.155555556,-0.4,0,0
1938,2.302585093,5.793013608,0.554878049,0.692073171,0.463414634,7.379632153,0.184155659,0.027020202,0.015243902,0.006097561,0.714285714,0.285714286,0.187272727,0.1,0.5,-0.225,-0.2,-0.25,0.25,0
1939,2.48490665,5.262690189,0.647668394,0.606217617,0.492227979,6.755768922,0.427380952,0.11547619,0.03626943,0.031088083,0.538461538,0.461538462,0.554761905,0.166666667,1,-0.243055556,-0.1,-0.8,0.3,0.5
1940,2.833213344,5.036952602,0.714285714,0.532467532,0.480519481,6.538139824,0.491666667,0.0375,0.019480519,0.006493506,0.75,0.25,0.283333333,0.2,0.45,-0.625,-0.625,-0.625,0.466666667,0.1
1941,2.63905733,6.996681488,0.475754803,0.588289113,0.408051235,8.527143522,0.444474223,-0.051388889,0.031107045,0.051235133,0.377777778,0.622222222,0.341911765,0.033333333,0.8,-0.299503968,-0.1,-0.5,0.454545455,0.136363636
1943,2.397895273,2.48490665,1,0.916666667,0.916666667,4.262679877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,2.079441542,6.887552572,0.479591837,0.548979592,0.398979592,8.451267041,0.454744659,0.058307157,0.037755102,0.01122449,0.770833333,0.229166667,0.291353399,0.0625,0.7,-0.385353535,-0.1,-1,0,0
1945,2.63905733,6.208590026,0.364185111,0.589537223,0.273641851,7.748028524,0.54773758,0.131617192,0.026156942,0.010060362,0.722222222,0.277777778,0.322227772,0.136363636,0.5,-0.318333333,-0.125,-0.5,0.454545455,0.136363636
1946,2.833213344,6.001414878,0.626237624,0.574257426,0.492574257,7.560080465,0.325380952,0.124503401,0.042079208,0.022277228,0.653846154,0.346153846,0.365434174,0.1,1,-0.189417989,-0.071428571,-0.4,1,1
1947,2.708050201,7.170888479,0.42121445,0.565718678,0.361260569,8.776938645,0.407200049,0.065556259,0.026133743,0.01614143,0.618181818,0.381818182,0.322485358,0.05,0.8,-0.25026455,-0.05,-0.5,0.247811448,-0.006397306
1948,2.833213344,5.545177444,0.5625,0.57421875,0.43359375,7.118826249,0.386111111,-0.001262626,0.01171875,0.01953125,0.375,0.625,0.388888889,0.166666667,0.5,-0.236111111,-0.1,-0.6,0.454545455,0.136363636
1949,2.772588722,6.837332815,0.52360515,0.557939914,0.438841202,8.344505084,0.407832291,0.119161857,0.03111588,0.013948498,0.69047619,0.30952381,0.421656217,0.05,1,-0.363141026,-0.155555556,-1,0.454545455,0.136363636
1950,2.63905733,5.690359454,0.540540541,0.584459459,0.402027027,7.334981879,0.257716049,0.012191358,0.016891892,0.02027027,0.454545455,0.545454545,0.21,0.05,0.5,-0.138425926,-0.05,-0.4,0,0
1951,2.772588722,4.33073334,0.828947368,0.578947368,0.552631579,5.883322388,0.525793651,-0.007142857,0.052631579,0.026315789,0.666666667,0.333333333,0.239285714,0.1,0.357142857,-0.5,-0.4,-0.6,0.333333333,0.25
1952,2.890371758,6.727431725,0.435928144,0.578443114,0.349700599,8.287276756,0.538019985,0.064381914,0.047904192,0.033532934,0.588235294,0.411764706,0.389529221,0.1,1,-0.3319161,-0.071428571,-0.7,0.575,0.425
1953,2.48490665,5.950642553,0.526041667,0.591145833,0.421875,7.568895663,0.438541667,0.101041667,0.026041667,0.002604167,0.909090909,0.090909091,0.303333333,0.05,0.6,-0.666666667,-0.666666667,-0.666666667,0.9,0.3
1954,2.302585093,7.386470849,0.392193309,0.602230483,0.342007435,8.961366061,0.433600858,0.023389155,0.026641884,0.024163569,0.524390244,0.475609756,0.299799154,0.05,0.7,-0.246794872,-0.05,-1,0.4,-0.2
1955,1.945910149,5.147494477,0.61627907,0.575581395,0.447674419,6.727431725,0.498484848,0.106060606,0.040697674,0.023255814,0.636363636,0.363636364,0.30952381,0.1,0.5,-0.275,-0.1,-0.5,0,0
1956,2.564949357,6.880384082,0.459403905,0.534429599,0.365878726,8.448914351,0.531692063,-0.026353968,0.030832477,0.032887975,0.483870968,0.516129032,0.377059524,0.05,0.7,-0.444010417,-0.125,-0.8,0.583333333,-0.083333333
1957,2.772588722,7.073269717,0.376271186,0.512711864,0.304237288,8.513385953,0.420766691,0.094854901,0.044067797,0.025423729,0.634146341,0.365853659,0.446440018,0.0625,1,-0.308796296,-0.05,-1,0.551515152,0.312121212
1958,2.397895273,3.891820298,0.755102041,0.653061224,0.530612245,5.572154032,0.717857143,0.442857143,0.081632653,0,1,0,0.442857143,0.285714286,0.6,0,0,0,0.717857143,0.442857143
1959,2.397895273,6.971668605,0.469043152,0.598499062,0.401500938,8.54422453,0.50876379,0.107660243,0.030018762,0.010318949,0.744186047,0.255813953,0.304685471,0.05,0.8,-0.252272727,-0.1,-0.5,0,0
1960,2.708050201,7.150701458,0.401568627,0.541960784,0.334117647,8.677098709,0.489463694,0.017231128,0.040784314,0.030588235,0.571428571,0.428571429,0.346428363,0.0625,1,-0.365094628,-0.05,-1,0.6,-0.29
1961,1.945910149,4.990432587,0.714285714,0.510204082,0.455782313,6.510258341,0.506525974,0.094707792,0.047619048,0.013605442,0.777777778,0.222222222,0.296011132,0.05,0.5,-0.5625,-0.125,-1,0,0
1962,2.397895273,7.168579897,0.403697997,0.529275809,0.328197227,8.726318951,0.430103611,0.097374031,0.026964561,0.013097072,0.673076923,0.326923077,0.33152381,0.05,0.8,-0.217401961,-0.125,-0.5,0,-0.2
1963,2.48490665,6.616065185,0.421686747,0.518072289,0.315930388,8.157370441,0.473399922,0.110377585,0.030789826,0.010709505,0.741935484,0.258064516,0.338275927,0.1,0.6,-0.240277778,-0.05,-0.5,0,0
1964,2.302585093,6.115892125,0.540838852,0.560706402,0.412803532,7.6989362,0.561557887,0.023430736,0.035320088,0.028697572,0.551724138,0.448275862,0.381331169,0.136363636,0.9,-0.354807692,-0.075,-0.7,0,0
1965,2.708050201,5.272999559,0.646153846,0.569230769,0.435897436,6.745236349,0.342222222,0.077222222,0.035897436,0.015384615,0.7,0.3,0.305612245,0.1,0.6,-0.255555556,-0.1,-0.5,0.352272727,0.068181818
1966,2.708050201,7.241366283,0.456303725,0.585959885,0.39469914,8.813438495,0.385555131,0.150699219,0.036532951,0.012893983,0.739130435,0.260869565,0.351071641,0.1,0.8,-0.219907407,-0.05,-0.7,0.454545455,0.136363636
1967,1.945910149,6.914730893,0.475670308,0.519364449,0.396226415,8.4147174,0.429913975,-0.03519203,0.018867925,0.025819265,0.422222222,0.577777778,0.321565277,0.1,1,-0.338354701,-0.025,-1,0,0
1968,2.63905733,6.480044562,0.51993865,0.524539877,0.417177914,7.969011781,0.397937588,0.083625444,0.02607362,0.009202454,0.739130435,0.260869565,0.28184492,0.05,0.6,-0.28287037,-0.05,-0.8,0.454545455,0.136363636
1969,2.890371758,7.19142933,0.397590361,0.511295181,0.328313253,8.645234541,0.476974969,0.117752879,0.038403614,0.018072289,0.68,0.32,0.4010831,0.05,1,-0.347685185,-0.05,-1,0.451515152,-0.100378788
1970,2.772588722,7.194436851,0.411411411,0.58033033,0.358108108,8.795733606,0.365921251,0.047527847,0.028528529,0.014264264,0.666666667,0.333333333,0.29004329,0.05,0.8,-0.227631579,-0.1,-0.6,0.502272727,0.168181818
1971,2.995732274,7.06646697,0.436860068,0.542662116,0.363481229,8.583916823,0.469077105,0.120444422,0.041808874,0.018771331,0.690140845,0.309859155,0.345792473,0.05,0.8,-0.207512626,-0.05,-0.5,0.477272727,0.068181818
1972,2.772588722,6.033086222,0.597122302,0.570743405,0.462829736,7.545918151,0.426942502,0.031351981,0.028776978,0.028776978,0.5,0.5,0.335227273,0.05,0.8,-0.2125,-0.066666667,-0.5,0.371717172,-0.00959596
1973,2.708050201,3.663561646,0.974358974,0.641025641,0.615384615,5.129898715,0.548148148,-0.192592593,0.051282051,0.076923077,0.4,0.6,0.392857143,0.285714286,0.5,-0.551851852,-0.155555556,-1,0.288888889,-0.155555556
1975,2.63905733,6.687108608,0.46882793,0.546134663,0.382793017,8.236685323,0.434498208,0.053987455,0.03117207,0.026184539,0.543478261,0.456521739,0.401333333,0.05,0.8,-0.268386243,-0.1,-0.5,0.477272727,0.093181818
1976,2.397895273,6.777646594,0.422551253,0.528473804,0.339407745,8.303752416,0.435634921,0.001104497,0.019362187,0.017084282,0.53125,0.46875,0.298879552,0.05,0.8,-0.286666667,-0.1,-0.666666667,0,0
1977,0.693147181,8.393894975,0.447963801,0.679864253,0.423076923,10.01153446,0.426109089,0.058940674,0.03800905,0.022171946,0.631578947,0.368421053,0.36503105,0.033333333,1,-0.378392639,-0.05,-1,0,0
1978,2.48490665,5.225746674,0.61827957,0.532258065,0.419354839,6.719013154,0.308928571,0.039285714,0.016129032,0.016129032,0.5,0.5,0.304761905,0.2,0.5,-0.366666667,-0.1,-0.5,0.5,-0.5
1979,2.564949357,7.237059026,0.425899281,0.547482014,0.358273381,8.749415407,0.337050642,0.078208617,0.025899281,0.01294964,0.666666667,0.333333333,0.412962963,0.033333333,1,-0.298412698,-0.025,-1,0.151515152,0.045454545
1980,2.772588722,7.075808864,0.442941674,0.584953508,0.379543533,8.675563527,0.370792633,0.065410053,0.026204565,0.018596788,0.58490566,0.41509434,0.377822581,0.0625,0.75,-0.239871934,-0.1,-0.875,0.477272727,0.318181818
1981,2.63905733,6.983789965,0.361445783,0.525486562,0.293790547,8.448271746,0.406840959,-0.002363834,0.021316033,0.019462465,0.522727273,0.477272727,0.30942029,0.05,0.6,-0.301058201,-0.1,-1,0,0
1982,2.302585093,5.525452939,0.609561753,0.625498008,0.474103586,7.13169851,0.561666667,0.080980392,0.035856574,0.023904382,0.6,0.4,0.388148148,0.16,0.5,-0.352777778,-0.05,-0.5,0.5,-0.5
1983,2.772588722,5.398162702,0.669683258,0.656108597,0.461538462,6.953684211,0.591119529,0.046780303,0.022624434,0.018099548,0.555555556,0.444444444,0.367272727,0.1,0.6,-0.35,-0.3,-0.5,0.888888889,0.5
1984,2.708050201,7.629489916,0.370262391,0.56122449,0.329931973,9.210540352,0.38905219,0.064385403,0.027210884,0.016034985,0.629213483,0.370786517,0.316712083,0.05,0.7,-0.281860269,-0.05,-1,0.454545455,0.136363636
1986,2.772588722,6.49677499,0.453996983,0.580693816,0.36199095,8.062117583,0.34483572,0.118896381,0.02413273,0.009049774,0.727272727,0.272727273,0.355695346,0.136363636,0.8,-0.325694444,-0.166666667,-0.6,0.454545455,0.136363636
1987,2.397895273,5.894402834,0.512396694,0.575757576,0.404958678,7.545918151,0.235714286,-0.008333333,0.011019284,0.019283747,0.363636364,0.636363636,0.3375,0.2,0.4,-0.226190476,-0.05,-0.5,0,0
1988,2.890371758,7.36264527,0.372461929,0.571700508,0.322969543,8.889997357,0.432296386,-0.013963556,0.018401015,0.01713198,0.517857143,0.482142857,0.281291984,0.1,0.75,-0.374382716,-0.05,-1,0.393939394,-0.015151515
1989,2.63905733,6.974478911,0.563143124,0.595884004,0.487371375,8.529319371,0.405785881,0.107428682,0.032740879,0.014967259,0.68627451,0.31372549,0.367388683,0.033333333,1,-0.287760417,-0.05,-0.8,0.454545455,0.136363636
1990,2.708050201,7.037027615,0.420913884,0.58172232,0.356766257,8.622813673,0.339296537,0.003552967,0.029876977,0.024604569,0.548387097,0.451612903,0.200549083,0.05,0.5,-0.213095238,-0.1,-0.5,0.289772727,0.005681818
